"R_region","R_age","R_edu","R_income","R_health","R_height","R_happy","A_height","A_edu","A_income"
"Coastal Easth",29,"Junior high school",0,"Fair",155,"Somewhat happy",176,"Senior high school",1000
"Coastal Easth",42,"Junior high school",700,"Good",158,"Somewhat happy",170,"Elementary school",1000
"Coastal Easth",29,"Senior high school",800,"Fair",163,"Somewhat happy",170,"Junior high school",1000
"Coastal Easth",42,"Junior high school",600,"Excellent",155,"Somewhat happy",181,"Junior high school",800
"Coastal Easth",40,"Elementary school",600,"Good",150,"Somewhat happy",167,"Elementary school",600
"Coastal Easth",34,"Junior high school",500,"Excellent",158,"Somewhat happy",170,"Junior high school",700
"Coastal Easth",32,"Elementary school",500,"Excellent",160,"Somewhat happy",175,"Senior high school",1000
"Coastal Easth",41,"Never attended school",300,"Excellent",160,"Very happy",180,"Never attended school",300
"Coastal Easth",30,"Elementary school",300,"Excellent",170,"Very happy",176,"Elementary school",300
"Coastal Easth",27,"Junior high school",0,"Good",163,"Somewhat happy",170,"Senior high school",300
"Coastal Easth",41,"Elementary school",400,"Excellent",153,"Very happy",160,"Junior high school",400
"Coastal Easth",28,"Senior high school",700,"Excellent",163,"Very happy",173,"Senior high school",2000
"Coastal Easth",31,"Junior high school",0,"Excellent",156,"Very happy",180,"Senior high school",1000
"Coastal Easth",47,"Never attended school",300,"Good",167,"Somewhat happy",172,"Never attended school",300
"Coastal Easth",42,"Elementary school",600,"Fair",162,"Somewhat happy",172,"Senior high school",500
"Coastal Easth",44,"Never attended school",600,"Good",160,"Somewhat happy",167,"Never attended school",600
"Coastal Easth",45,"Junior high school",600,"Fair",168,"Somewhat happy",181,"Elementary school",0
"Coastal Easth",35,"Junior high school",0,"Fair",158,"Somewhat happy",175,"Senior high school",1000
"Coastal Easth",42,"Junior high school",500,"Excellent",158,"Very happy",160,"Junior high school",1000
"Coastal Easth",44,"Never attended school",400,"Excellent",155,"Very happy",170,"Never attended school",800
"Coastal Easth",37,"Junior high school",500,"Excellent",153,"Somewhat happy",170,"Junior high school",600
"Coastal Easth",39,"Elementary school",0,"Excellent",163,"Somewhat happy",178,"University",1000
"Coastal Easth",32,"Never attended school",10,"Excellent",160,"Very happy",170,"Never attended school",10
"Coastal Easth",34,"Junior high school",400,"Excellent",165,"Somewhat happy",176,"Elementary school",700
"Coastal Easth",26,"Senior high school",0,"Excellent",157,"Somewhat happy",165,"Elementary school",400
"Coastal Easth",37,"Senior high school",400,"Excellent",156,"Very happy",176,"Junior high school",7000
"Coastal Easth",36,"Junior high school",2000,"Excellent",157,"Somewhat happy",175,"Junior high school",10000
"Coastal Easth",25,"Junior high school",500,"Good",158,"Somewhat happy",170,"Junior high school",300
"Coastal Easth",29,"Senior high school",300,"Excellent",160,"Very happy",175,"Senior high school",1000
"Coastal Easth",44,"Junior high school",800,"Good",170,"Somewhat happy",170,"Elementary school",800
"Coastal Easth",24,"Senior high school",400,"Good",160,"Somewhat happy",176,"Junior high school",1000
"Coastal Easth",38,"Senior high school",400,"Good",158,"Somewhat happy",173,"Junior high school",200
"Coastal Easth",40,"Junior high school",700,"Fair",164,"Very happy",170,"Junior high school",1000
"Coastal Easth",50,"Elementary school",0,"Good",155,"Not too happy",171,"Junior high school",400
"Coastal Easth",35,"Senior high school",1000,"Excellent",160,"Very happy",165,"Senior high school",2000
"Coastal Easth",41,"Junior high school",700,"Good",158,"Very happy",165,"Elementary school",1000
"Coastal Easth",29,"Junior high school",500,"Excellent",157,"Very happy",170,"Senior high school",100
"Coastal Easth",54,"Junior high school",0,"Good",165,"Very happy",168,"Junior high school",400
"Coastal Easth",35,"Elementary school",0,"Excellent",160,"Somewhat happy",173,"Junior high school",700
"Coastal Easth",53,"Never attended school",0,"Excellent",158,"Somewhat happy",170,"Junior high school",600
"Coastal Easth",28,"Senior high school",0,"Excellent",155,"Very happy",172,"Junior high school",1000
"Coastal Easth",39,"Junior high school",500,"Excellent",140,"Very happy",160,"Junior high school",1000
"Coastal Easth",38,"Senior high school",800,"Excellent",163,"Very happy",175,"Junior high school",800
"Coastal Easth",43,"Senior high school",40,"Good",160,"Somewhat happy",165,"Junior high school",3000
"Coastal Easth",36,"Senior high school",600,"Good",159,"Somewhat happy",170,"Senior high school",1000
"Coastal Easth",43,"Senior high school",100,"Good",153,"Somewhat happy",163,"Elementary school",600
"Coastal Easth",42,"Elementary school",1000,"Good",160,"Somewhat happy",178,"Junior high school",1000
"Coastal Easth",44,"Elementary school",2000,"Good",164,"Somewhat happy",170,"Elementary school",30
"Coastal Easth",48,"Elementary school",2000,"Good",150,"Somewhat happy",180,"Elementary school",1000
"Coastal Easth",44,"Elementary school",300,"Fair",169,"Somewhat happy",171,"Elementary school",300
"Coastal Easth",25,"Senior high school",600,"Good",159,"Somewhat happy",171,"Senior high school",1000
"Coastal Easth",37,"Senior high school",3000,"Fair",150,"Somewhat happy",171,"Senior high school",1000
"Coastal Easth",42,"Elementary school",2000,"Excellent",160,"Somewhat happy",165,"Senior high school",3000
"Coastal Easth",25,"Junior high school",500,"Fair",159,"Somewhat happy",167,"Junior high school",3000
"Coastal Easth",44,"Never attended school",200,"Fair",160,"Somewhat happy",167,"Senior high school",700
"Coastal Easth",38,"Elementary school",500,"Excellent",156,"Very happy",177,"Senior high school",500
"Coastal Easth",33,"Elementary school",600,"Good",162,"Very happy",160,"Junior high school",500
"Coastal Easth",52,"Elementary school",700,"Fair",159,"Somewhat happy",170,"Senior high school",800
"Coastal Easth",40,"Senior high school",600,"Good",170,"Very happy",172,"Junior high school",1000
"Coastal Easth",38,"Never attended school",500,"Good",165,"Somewhat happy",163,"Junior high school",500
"Coastal Easth",35,"Junior high school",400,"Excellent",156,"Somewhat happy",165,"Junior high school",700
"Coastal Easth",36,"Senior high school",600,"Excellent",162,"Somewhat happy",171,"Senior high school",500
"Coastal Easth",54,"Senior high school",1000,"Good",159,"Somewhat happy",168,"Senior high school",900
"Coastal Easth",49,"Elementary school",400,"Excellent",160,"Very happy",175,"University",1000
"Coastal Easth",39,"Senior high school",2000,"Good",160,"Somewhat happy",169,"Senior high school",1000
"Coastal Easth",46,"Elementary school",500,"Excellent",155,"Somewhat happy",171,"Junior high school",500
"Coastal Easth",35,"Junior high school",800,"Excellent",155,"Not too happy",170,"Elementary school",800
"Coastal Easth",35,"Senior high school",1000,"Good",157,"Somewhat happy",172,"Senior high school",3000
"Coastal Easth",30,"Junior college",2000,"Good",167,"Somewhat happy",167,"Junior college",2000
"Coastal Easth",44,"Junior high school",1000,"Good",168,"Somewhat happy",170,"Junior high school",700
"Coastal Easth",27,"Junior high school",600,"Fair",160,"Very happy",165,"Junior high school",700
"Coastal Easth",37,"Senior high school",1000,"Excellent",160,"Somewhat happy",170,"Senior high school",1000
"Coastal Easth",27,"Junior high school",600,"Fair",173,"Somewhat happy",180,"Junior high school",600
"Coastal Easth",31,"Elementary school",400,"Fair",150,"Not too happy",160,"Elementary school",1000
"Coastal Easth",35,"Junior high school",500,"Excellent",153,"Somewhat happy",170,"Junior high school",500
"Coastal Easth",45,"Elementary school",500,"Excellent",158,"Very happy",173,"Junior high school",600
"Coastal Easth",29,"Junior high school",0,"Fair",155,"Somewhat happy",171,"Senior high school",900
"Coastal Easth",54,"Elementary school",500,"Fair",158,"Very happy",165,"Junior high school",600
"Coastal Easth",32,"Elementary school",800,"Fair",150,"Somewhat happy",170,"Elementary school",800
"Coastal Easth",61,"Senior high school",1000,"Good",155,"Very happy",170,"Senior high school",1000
"Coastal Easth",35,"Junior high school",200,"Good",158,"Somewhat happy",168,"Junior high school",600
"Coastal Easth",49,"Junior high school",700,"Not good",155,"Somewhat happy",173,"Senior high school",800
"Coastal Easth",50,"Junior high school",1000,"Good",160,"Somewhat happy",166,"Junior high school",700
"Coastal Easth",52,"Junior high school",700,"Excellent",163,"Very happy",165,"University",1000
"Coastal Easth",62,"Junior college",1000,"Fair",155,"Somewhat happy",169,"Junior college",1000
"Coastal Easth",61,"University",2000,"Good",162,"Somewhat happy",165,"University",1000
"Coastal Easth",53,"Junior high school",600,"Fair",159,"Somewhat happy",170,"Junior high school",600
"Coastal Easth",37,"Senior high school",2000,"Good",157,"Somewhat happy",172,"Senior high school",600
"Coastal Easth",28,"Junior college",3000,"Not good",160,"Very happy",170,"Junior college",6000
"Coastal Easth",63,"Senior high school",900,"Not good",162,"Somewhat happy",169,"Junior high school",1000
"Coastal Easth",52,"Senior high school",1000,"Good",152,"Somewhat happy",175,"Senior high school",1000
"Coastal Easth",41,"Junior high school",700,"Fair",155,"Somewhat happy",170,"Junior college",800
"Coastal Easth",38,"Junior college",3000,"Fair",158,"Somewhat happy",171,"University",3000
"Coastal Easth",48,"Junior high school",800,"Fair",152,"Somewhat happy",174,"Senior high school",1000
"Coastal Easth",46,"Senior high school",2000,"Excellent",157,"Very happy",168,"Junior high school",2000
"Coastal Easth",34,"Elementary school",100,"Excellent",160,"Somewhat happy",165,"Junior high school",1000
"Coastal Easth",47,"Senior high school",2000,"Fair",162,"Somewhat happy",172,"Junior high school",600
"Coastal Easth",51,"Junior high school",1000,"Good",160,"Somewhat happy",165,"Senior high school",2000
"Coastal Easth",42,"Elementary school",200,"Excellent",166,"Very happy",170,"Elementary school",900
"Coastal Easth",56,"Junior high school",1000,"Fair",164,"Somewhat happy",176,"University",2000
"Coastal Easth",41,"Junior high school",1000,"Excellent",170,"Somewhat happy",180,"Junior high school",0
"Coastal Easth",46,"Senior high school",2000,"Fair",154,"Somewhat happy",174,"Junior college",2000
"Coastal Easth",61,"Junior high school",500,"Fair",157,"Somewhat happy",158,"Senior high school",800
"Coastal Easth",44,"Junior high school",500,"Excellent",150,"Somewhat happy",168,"Elementary school",500
"Coastal Easth",37,"Junior college",1000,"Good",164,"Somewhat happy",174,"University",1000
"Coastal Easth",44,"Junior high school",400,"Fair",157,"Somewhat happy",173,"Junior high school",2000
"Coastal Easth",48,"Junior college",2000,"Good",159,"Somewhat happy",170,"Junior college",2000
"Coastal Easth",31,"Elementary school",500,"Excellent",165,"Somewhat happy",167,"Junior high school",500
"Coastal Easth",61,"Senior high school",600,"Fair",153,"Somewhat happy",166,"Junior high school",1000
"Coastal Easth",45,"Junior high school",700,"Fair",165,"Somewhat happy",182,"Junior high school",600
"Coastal Easth",47,"University",1000,"Fair",166,"Somewhat happy",178,"Junior college",1000
"Coastal Easth",57,"Junior college",1000,"Fair",158,"Somewhat happy",166,"Junior high school",1000
"Coastal Easth",39,"Junior high school",300,"Fair",150,"Somewhat happy",170,"Junior high school",600
"Coastal Easth",53,"Elementary school",700,"Fair",158,"Somewhat happy",176,"Junior high school",2000
"Coastal Easth",39,"Elementary school",600,"Good",145,"Somewhat happy",170,"Senior high school",500
"Coastal Easth",39,"Senior high school",2000,"Excellent",160,"Somewhat happy",173,"Junior college",3000
"Coastal Easth",45,"Senior high school",500,"Excellent",164,"Somewhat happy",175,"Junior high school",2000
"Coastal Easth",42,"Senior high school",900,"Good",156,"Somewhat happy",170,"Junior college",600
"Coastal Easth",64,"Senior high school",100,"Fair",164,"Somewhat happy",170,"Senior high school",2000
"Coastal Easth",54,"Senior high school",700,"Fair",157,"Somewhat happy",179,"Junior college",1000
"Coastal Easth",33,"University",2000,"Good",165,"Somewhat happy",175,"University",2000
"Coastal Easth",54,"Junior college",2000,"Good",163,"Very happy",170,"Senior high school",2000
"Coastal Easth",30,"Junior high school",300,"Good",156,"Somewhat happy",165,"Junior high school",700
"Coastal Easth",54,"Senior high school",700,"Fair",160,"Somewhat happy",175,"Junior high school",3000
"Coastal Easth",35,"Junior high school",400,"Fair",162,"Somewhat happy",170,"Junior high school",900
"Coastal Easth",32,"Junior high school",300,"Excellent",165,"Very happy",165,"Junior college",1000
"Coastal Easth",43,"Senior high school",600,"Not good",157,"Somewhat happy",170,"Senior high school",900
"Coastal Easth",44,"Junior high school",200,"Not good",150,"Somewhat happy",175,"Junior high school",600
"Coastal Easth",46,"Junior high school",1000,"Excellent",160,"Somewhat happy",182,"Junior high school",1000
"Coastal Easth",32,"Senior high school",1000,"Good",168,"Very happy",175,"Senior high school",2000
"Coastal Easth",27,"University",2000,"Good",162,"Somewhat happy",175,"University",3000
"Coastal Easth",44,"Senior high school",1000,"Good",158,"Somewhat happy",172,"Senior high school",1000
"Coastal Easth",27,"Junior high school",700,"Fair",152,"Somewhat happy",167,"Senior high school",1000
"Coastal Easth",33,"Junior high school",600,"Good",163,"Somewhat happy",155,"Junior high school",600
"Coastal Easth",50,"Junior high school",2000,"Good",164,"Somewhat happy",174,"Senior high school",1000
"Coastal Easth",44,"Junior college",3000,"Good",161,"Very happy",171,"Senior high school",1000
"Coastal Easth",46,"Junior high school",2000,"Fair",171,"Somewhat happy",182,"Senior high school",1000
"Coastal Easth",46,"Senior high school",1000,"Fair",152,"Somewhat happy",170,"Senior high school",1000
"Coastal Easth",43,"Junior high school",500,"Fair",156,"Somewhat happy",180,"Senior high school",1000
"Coastal Easth",58,"Senior high school",3000,"Fair",153,"Somewhat happy",167,"Junior high school",700
"Coastal Easth",26,"Junior high school",1000,"Fair",160,"Very unhappy",170,"Elementary school",2000
"Coastal Easth",44,"Senior high school",400,"Fair",156,"Very happy",173,"Junior high school",600
"Coastal Easth",38,"Junior high school",800,"Fair",160,"Somewhat happy",168,"Junior high school",800
"Coastal Easth",20,"Senior high school",2000,"Fair",166,"Somewhat happy",173,"Senior high school",2000
"Coastal Easth",42,"Junior high school",700,"Good",161,"Somewhat happy",175,"Junior high school",1000
"Coastal Easth",44,"Junior high school",1000,"Good",160,"Somewhat happy",183,"Junior high school",1000
"Coastal Easth",54,"Junior high school",1000,"Good",162,"Very happy",170,"University",1000
"Coastal Easth",42,"Senior high school",900,"Excellent",150,"Not too happy",163,"Senior high school",1000
"Coastal Easth",44,"Junior high school",600,"Fair",173,"Somewhat happy",182,"Senior high school",300
"Coastal Easth",38,"Junior high school",1000,"Excellent",164,"Very happy",174,"Senior high school",800
"Coastal Easth",64,"Junior high school",500,"Good",156,"Somewhat happy",172,"Elementary school",1000
"Coastal Easth",28,"Junior college",1000,"Excellent",168,"Somewhat happy",176,"University",2000
"Coastal Easth",41,"Senior high school",1000,"Excellent",160,"Very happy",174,"Senior high school",1000
"Coastal Easth",64,"Elementary school",500,"Fair",156,"Somewhat happy",172,"Junior high school",800
"Coastal Easth",55,"Junior high school",700,"Fair",165,"Somewhat happy",174,"Senior high school",1000
"Coastal Easth",49,"Junior high school",600,"Good",165,"Somewhat happy",170,"Junior high school",700
"Coastal Easth",45,"Junior high school",800,"Good",160,"Somewhat happy",180,"Senior high school",2000
"Coastal Easth",63,"Elementary school",600,"Good",146,"Somewhat happy",172,"Elementary school",600
"Coastal Easth",41,"Senior high school",900,"Fair",160,"Somewhat happy",170,"Junior high school",1000
"Coastal Easth",43,"Senior high school",700,"Not good",170,"Not too happy",174,"Junior high school",400
"Coastal Easth",52,"Junior high school",2000,"Good",154,"Somewhat happy",173,"Junior high school",3000
"Coastal Easth",57,"Junior high school",800,"Fair",155,"Somewhat happy",177,"Senior high school",600
"Coastal Easth",61,"Elementary school",1000,"Excellent",164,"Very happy",165,"Elementary school",0
"Coastal Easth",40,"Junior high school",300,"Poor",159,"Not too happy",160,"Junior high school",200
"Coastal Easth",43,"Senior high school",1000,"Fair",163,"Not too happy",180,"Junior high school",300
"Coastal Easth",38,"Junior high school",3000,"Excellent",160,"Not too happy",173,"Senior high school",3000
"Coastal Easth",51,"Junior high school",600,"Good",170,"Somewhat happy",172,"Junior high school",1000
"Coastal Easth",42,"Junior high school",600,"Excellent",157,"Somewhat happy",174,"Junior high school",600
"Coastal Easth",43,"Senior high school",400,"Not good",165,"Somewhat happy",176,"Senior high school",900
"Coastal Easth",25,"Junior college",2000,"Excellent",157,"Very happy",175,"University",10000
"Coastal Easth",39,"Senior high school",800,"Good",163,"Somewhat happy",178,"Senior high school",2000
"Coastal Easth",47,"Junior high school",1000,"Fair",152,"Somewhat happy",170,"Junior high school",2000
"Coastal Easth",46,"Senior high school",800,"Fair",158,"Somewhat happy",175,"Junior high school",400
"Coastal Easth",50,"Junior high school",1000,"Good",161,"Very happy",168,"Senior high school",400
"Coastal Easth",43,"Senior high school",300,"Good",160,"Somewhat happy",178,"Senior high school",1000
"Coastal Easth",43,"Junior college",1000,"Excellent",162,"Very happy",175,"Senior high school",2000
"Coastal Easth",29,"Junior college",2000,"Good",158,"Somewhat happy",178,"Senior high school",1000
"Coastal Easth",53,"Senior high school",700,"Good",154,"Somewhat happy",170,"Junior high school",700
"Coastal Easth",49,"Junior high school",700,"Good",162,"Somewhat happy",170,"Junior college",800
"Coastal Easth",60,"Junior college",900,"Fair",156,"Somewhat happy",175,"Senior high school",900
"Coastal Easth",41,"Senior high school",2000,"Excellent",158,"Somewhat happy",169,"Junior college",1000
"Coastal Easth",42,"Junior college",1000,"Excellent",157,"Somewhat happy",172,"Senior high school",2000
"Coastal Easth",45,"Senior high school",1000,"Fair",160,"Somewhat happy",176,"Junior high school",4000
"Coastal Easth",46,"Junior high school",0,"Good",164,"Somewhat happy",170,"Junior college",5000
"Coastal Easth",25,"Senior high school",1000,"Good",160,"Somewhat happy",175,"Junior college",6000
"Coastal Easth",26,"Junior high school",0,"Good",153,"Somewhat happy",170,"Junior college",2000
"Coastal Easth",32,"Junior college",1000,"Good",160,"Somewhat happy",178,"Senior high school",2000
"Coastal Easth",54,"Junior high school",600,"Fair",156,"Somewhat happy",173,"Senior high school",800
"Coastal Easth",40,"Senior high school",1000,"Good",164,"Somewhat happy",170,"Junior college",2000
"Coastal Easth",52,"Senior high school",1000,"Fair",158,"Somewhat happy",178,"Junior high school",800
"Coastal Easth",46,"Junior high school",1000,"Excellent",155,"Somewhat happy",174,"Junior college",700
"Coastal Easth",36,"Senior high school",600,"Fair",168,"Somewhat happy",178,"Senior high school",2000
"Coastal Easth",55,"Junior college",1000,"Fair",164,"Somewhat happy",178,"Junior high school",1000
"North",43,"Junior college",3000,"Fair",157,"Very happy",165,"University",6000
"North",37,"Senior high school",2000,"Good",165,"Somewhat happy",170,"Junior high school",2000
"North",36,"University",2000,"Fair",155,"Somewhat happy",172,"University",4000
"North",40,"Junior college",2000,"Excellent",162,"Very happy",172,"University",3000
"North",33,"University",2000,"Excellent",163,"Very happy",165,"University",3000
"North",34,"University",2000,"Excellent",163,"Very happy",170,"University",3000
"North",45,"Junior college",1000,"Fair",158,"Somewhat happy",172,"University",4000
"North",37,"University",2000,"Excellent",165,"Somewhat happy",173,"University",3000
"North",46,"Junior high school",1000,"Fair",160,"Somewhat happy",173,"Junior college",4000
"North",27,"University",4000,"Good",165,"Somewhat happy",180,"University",4000
"North",64,"University",1000,"Fair",155,"Very happy",170,"University",2000
"North",53,"Junior college",2000,"Fair",163,"Somewhat happy",170,"University",2000
"North",58,"Senior high school",1000,"Good",167,"Somewhat happy",181,"University",2000
"North",61,"Junior college",2000,"Good",155,"Very happy",165,"Junior college",1000
"North",31,"University",7000,"Fair",163,"Somewhat happy",164,"University",10000
"North",38,"Junior college",2000,"Excellent",162,"Very happy",176,"University",8000
"North",63,"University",3000,"Fair",158,"Somewhat happy",178,"Junior college",1000
"North",27,"University",5000,"Fair",166,"Very happy",170,"University",4000
"North",30,"Junior college",2000,"Fair",160,"Somewhat happy",170,"University",3000
"North",40,"University",1000,"Fair",161,"Somewhat happy",173,"University",4000
"North",48,"University",3000,"Good",163,"Somewhat happy",176,"University",2000
"North",43,"Senior high school",600,"Good",162,"Not too happy",176,"Senior high school",800
"North",48,"Junior high school",700,"Good",156,"Somewhat happy",170,"Junior high school",2000
"North",50,"Senior high school",800,"Excellent",158,"Somewhat happy",175,"Junior college",3000
"North",45,"Junior high school",400,"Excellent",161,"Somewhat happy",163,"Junior high school",500
"North",45,"Junior high school",1000,"Good",156,"Somewhat happy",168,"Junior college",1000
"North",56,"Junior high school",500,"Good",157,"Not too happy",171,"Junior high school",1000
"North",36,"University",3000,"Excellent",163,"Very happy",175,"University",4000
"North",40,"Junior high school",600,"Fair",160,"Not too happy",175,"Junior high school",400
"North",31,"Junior high school",0,"Excellent",158,"Somewhat happy",170,"Junior high school",2000
"North",53,"Junior high school",900,"Fair",164,"Somewhat happy",176,"Junior high school",2000
"North",50,"Junior high school",800,"Fair",160,"Somewhat happy",168,"Senior high school",1000
"North",35,"Senior high school",1000,"Good",162,"Somewhat happy",176,"Senior high school",1000
"North",52,"Junior high school",1000,"Excellent",160,"Somewhat happy",176,"Senior high school",2000
"North",40,"Senior high school",1000,"Excellent",158,"Somewhat happy",170,"Junior high school",800
"North",43,"Elementary school",300,"Fair",164,"Not too happy",173,"Elementary school",500
"North",60,"Junior high school",700,"Not good",160,"Somewhat happy",171,"Junior high school",800
"North",43,"Junior high school",400,"Excellent",160,"Somewhat happy",167,"Elementary school",0
"North",31,"Senior high school",1000,"Excellent",159,"Somewhat happy",176,"Senior high school",1000
"North",41,"Junior high school",1000,"Excellent",155,"Very happy",168,"Junior high school",1000
"North",50,"Senior high school",1000,"Good",156,"Very happy",180,"Junior college",3000
"North",53,"Junior high school",400,"Fair",157,"Somewhat happy",167,"Junior high school",700
"North",35,"University",1000,"Fair",160,"Somewhat happy",180,"University",3000
"North",48,"Senior high school",1000,"Not good",157,"Somewhat happy",170,"University",2000
